Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W223141088363201,5747,West Bengal,South 24 Parganas,Bhangar-I,Katalia,22.5261,88.6089,2021,8.8,1049,21,195,223,16,8,,280,44,41,97,3,0.31,,564,3.3
W192115083071101,5748,West Bengal,South 24 Parganas,Bhangar-II,Kashipur,22.5561,88.5969,2021,8.69,838,30,238,117,0,0,,345,40,60,45,1.9,0.13,,426,0.69
W223455088340901,5749,West Bengal,South 24 Parganas,Bhangar-II,Polerhut,22.5819,88.5692,2021,8.33,852,30,275,131,0,2,,215,28,35,94,4,0.21,,477,0.47
W221500088453001,5750,West Bengal,South 24 Parganas,Bishnupur-I,Dakshin Barasat,22.2275,88.4447,2021,8.89,1024,45,317,121,0,0,,190,18,35,156,7,0.06,,557,0.58
W222652088101701,5751,West Bengal,South 24 Parganas,Budge Budge-I,Gobarjuri,22.4478,88.1714,2021,8.33,1641,39,116,393,5,0,,485,90,63,107,4.9,0.03,,753,9.45
W222045088140501,5752,West Bengal,South 24 Parganas,Canning-I,Athaarobanki,22.3203,88.6542,2021,8.67,2470,60,360,610,0,0,,200,40,24,528,7,0.13,,1465,0.29
W221422088362001,5753,West Bengal,South 24 Parganas,Canning-I,Nalia Khali,22.2394,88.6056,2021,8.42,951,30,329,160,0,0,,170,24,27,147,5,0.7,,581,0.09
W221653088381701,5754,West Bengal,South 24 Parganas,Canning-I,Paranikkheko,22.2814,88.6381,2021,8.38,684,57,323,39,0,0,,180,26,28,113,5.5,0.06,,443,0.44
W221821088392501,5755,West Bengal,South 24 Parganas,Canning-I,Raibaghini more(Sharatpally more),22.3058,88.6575,2021,8.21,1048,0,329,160,0,0,,200,18,38,130,6.6,0.41,,553,0.16
W222625088395901,5756,West Bengal,South 24 Parganas,Canning-II,Akratala,22.8075,89.1078,2021,8.6,1963,36,317,450,20,13,,280,40,44,371,6.2,0.37,,1159,0.52
W222639088420301,5757,West Bengal,South 24 Parganas,Canning-II,Jaikhali,22.4442,88.7008,2021,8.97,2102,54,384,408,0,0,,260,36,41,376,8,0.3,,1136,0.09
W221154088110901,5758,West Bengal,South 24 Parganas,Diamond Harbour,Uttar Hazipur,22.1983,88.1858,2021,8.58,1738,42,299,461,0,0,,150,4,34,343,5.7,0,,1055,0
W221614088130601,5759,West Bengal,South 24 Parganas,Falta,Dostipur,22.2706,88.20218,2021,8.43,1928,45,195,496,136,21,,470,56,80,265,15.6,0,,1216,1.91
W221012088480001,5760,West Bengal,South 24 Parganas,Gosaba,Jotirampur Ferryghat,22.17,88.8,2021,8.26,1989,0,354,429,0,0,,370,90,35,231,6.1,0,,1007,0.17
W220910088251501,5761,West Bengal,South 24 Parganas,Joynagar-I,Burarghat,22.1672,88.4267,2021,8.23,1000,0,470,149,0,0,,210,40,27,199,6,0.5,,707,0.06
W221510088322001,5762,West Bengal,South 24 Parganas,Joynagar-I,Dhoserhat,22.1796,88.4265,2021,8.83,1142,63,317,103,45,10,,205,60,13,185,6.8,0,,655,12.92
W220926088253801,5763,West Bengal,South 24 Parganas,Joynagar-I,Jaynagar,22.1678,88.4128,2021,8.99,1098,33,439,113,0,0,,140,28,17,189,6.6,0.42,,642,22.78
W220841088290905,5764,West Bengal,South 24 Parganas,Joynagar-II,Natunhat Bakultala,22.1453,88.4856,2021,8.12,912,0,519,149,0,0,,215,24,38,184,6.5,0.12,,718,5.41
W215215088141301,5765,West Bengal,South 24 Parganas,Kakdwip,Kakdwip,21.8747,88.1878,2021,8.5,1289,51,275,277,0,0,,225,16,45,230,5.6,0.12,,771,0.07
W215548088120001,5766,West Bengal,South 24 Parganas,Kakdwip,Kamarhat,21.8857,88.192,2021,8.6,1018,30,214,191,23,4,,205,16,40,164,5.4,0.09,,592,10.77
W222930088190001,5767,West Bengal,South 24 Parganas,KMC,Barisha,22.4697,88.3108,2021,8.91,965,45,293,106,0,0,,285,66,29,98,4.6,0.49,,509,1.12
W222900088120001,5768,West Bengal,South 24 Parganas,KMC,Budge Budge,22.48,88.2,2021,8.43,792,60,342,85,0,0,,175,48,13,131,16.9,0.28,,538,0.1
W222505086043301,5769,West Bengal,South 24 Parganas,Kulpi,Nischintapur,21.9731,88.2089,2021,8.63,1514,39,177,351,0,0,,175,20,30,229,6.8,0,,768,1.25
W221000088344501,5770,West Bengal,South 24 Parganas,Kultali,Ambikanagar,22.17,88.58,2021,8.81,1208,54,329,149,32,0,,180,34,23,218,6.2,0,,696,1.76
W220714088335601,5771,West Bengal,South 24 Parganas,Kultali,Jalabaria,22.1206,88.5658,2021,8.06,1451,0,592,124,0,0,,200,36,27,207,5.5,0,,760,0.19
W220440088323001,5772,West Bengal,South 24 Parganas,Kultali,Jamtala Hat,22.1089,88.5697,2021,8.98,1107,54,384,110,0,0,,195,32,28,182,5.4,0,,624,0.03
W222917088152401,5773,West Bengal,South 24 Parganas,Maheshtala,Goragacha,22.5147,88.2978,2021,8.64,1495,45,397,234,2,0,,300,72,29,183,18.4,0.57,,806,2.09
W220930088175501,5774,West Bengal,South 24 Parganas,Mandirbazar,Anchna Pz-ii,22.1381,88.3192,2021,7.87,1461,0,451,241,2,0,,230,60,19,202,6.2,0.19,,804,0.06
W220841088290907,5775,West Bengal,South 24 Parganas,Mathurapur-I,Kabandighi,21.9734,88.4652,2021,9.09,1613,60,464,209,2,0,,75,20,6,318,4,0.2,,876,0.24
W221611088264201,5776,West Bengal,South 24 Parganas,Mathurapur-I,Mathurapur (Ramnagar),22.2697,88.445,2021,8.81,1823,30,244,393,36,12,,300,52,41,281,9.7,0.58,,992,0.07
W215900088260001,5777,West Bengal,South 24 Parganas,Mathurapur-I,Raidighi,21.9967,88.44,2021,8.12,1743,0,262,489,0,0,,365,54,56,210,28,0.08,,997,1.12
W220213088253801,5778,West Bengal,South 24 Parganas,Mathurapur-II,Companitthek,22.0369,88.4272,2021,8.22,3849,0,366,1081,63,0,,735,126,102,605,21.1,0.24,,2221,0.21
W220416088255301,5779,West Bengal,South 24 Parganas,Mathurapur-II,Khanrapara,22.0711,88.4314,2021,8.21,1937,0,683,337,0,0,,560,44,109,200,31,0.41,,1138,0.11
W220238088242801,5780,West Bengal,South 24 Parganas,Mathurapur-II,Tatuntala,22.0436,88.4083,2021,9.01,2210,48,458,386,3,0,,140,34,13,386,5.4,0.15,,1133,0.04
W213538088160001,5781,West Bengal,South 24 Parganas,Namkhana,Bakkhali,21.5606,88.2667,2021,8.53,1120,60,525,106,0,0,,85,14,12,224,42,0.02,,755,0.03
W214546088143201,5782,West Bengal,South 24 Parganas,Namkhana,Namkhana,21.785,88.2328,2021,8.62,954,60,390,96,0,0,,100,16,15,224,3.6,0.11,,628,0.81
W202938085403701,5783,West Bengal,South 24 Parganas,Namkhana,Rajnagar,21.6714,88.2514,2021,8.55,846,51,287,131,13,0,,180,18,33,177,2.8,0,,581,0.1
W214518088184801,5784,West Bengal,South 24 Parganas,Pathar Pratima,Milan more,22.3028,88.1274,2021,8.08,1328,0,531,124,4,0,,115,46,0,217,4.6,0.66,,716,0.03
W240635088325001,5785,West Bengal,South 24 Parganas,Sonarpur,Gobindapur,22.3903,88.4125,2021,8.58,648,36,214,78,1,0,,250,50,30,36,5.5,0.31,,352,2.68
W215611075081001,5786,West Bengal,South 24 Parganas,Sonarpur,Rajpur,22.4267,88.4069,2021,8.7,757,36,244,106,2,0,,210,16,41,72,4.5,0.03,,411,0.23
W222721088180801,5787,West Bengal,South 24 Parganas,Thakurpukur-Maheshtala,Joka,22.9353,88.6697,2021,8.89,873,36,293,121,0,0,,180,24,29,113,6.6,0.19,,493,0.19
W254116088130201,5788,West Bengal,Uttar Dinajpur,Hemtabad,Hemtabad,25.6743,88.2231,2021,7.96,274,0,67,53,10,0,,85,18,10,20,2.9,0.05,,155,0.12
W253750088210101,5789,West Bengal,Uttar Dinajpur,Kaliaganj,Dhankal,25.6333,88.3268,2021,8.02,319,0,171,14,4,1,,115,22,15,19,1.6,0.6,,181,0.19
,5790,A&N Islands,South Andaman,,Portblair,11.67028,92.74361,2021,7.7,623,0,244,71,9,1,,205,58,15,53,14,0.33,,369,2.8
,5791,A&N Islands,South Andaman,,Corbyn's Cove (portBlair),11.64444,92.72722,2021,7.8,742,0,342,67,5,1,,295,58,36,49,3,0.95,,429,9.9
,5792,A&N Islands,South Andaman,,Austinabad (port,11.62694,92.73,2021,7.42,169,0,61,28,2,1,,65,16,6,13,2,0.64,,105,2.2
,5793,A&N Islands,South Andaman,,Saidpur(port Blair),11.65639,92.74333,2021,7.71,454,0,226,43,3,0,,140,24,19,48,3,0.45,,278,3
,5794,A&N Islands,South Andaman,,Brookshabad ( PortBlair),11.63806,92.74028,2021,7.98,567,0,342,35,1,0,,275,40,43,17,1,0.21,,345,0.3
,5795,A&N Islands,South Andaman,,Hasmatabad,11.59472,92.645,2021,7.98,236,0,116,21,1,0,,115,40,4,12,1,0.63,,150,0.3
,5796,A&N Islands,South Andaman,,Chidiyatapu,11.50278,92.70139,2021,7.75,649,0,342,28,1,0,0,,30,58,19,1,0.61,,347,0.9
,5797,A&N Islands,South Andaman,,Bamboo flat,11.70528,92.71472,2021,7.84,474,0,262,32,1,0,0,,30,9,58,2,0.35,,291,1.1
,5798,A&N Islands,South Andaman,,Dandaspoint,11.67028,92.70722,2021,7.57,361,0,153,53,3,1,1,,30,18,19,4,0.78,,222,2.5
,5799,A&N Islands,South Andaman,,Junglighat ( V I P Road),11.66,92.73028,2021,7.5,263,0,110,43,1,1,1,,18,10,25,2,0.22,,167,1.8
,5800,A&N Islands,N&M Andaman,,Kaushlyanagar,12.52889,92.81861,2021,7.64,292,0,140,21,1,1,1,,24,16,14,1,0.65,,164,0.5
,5801,A&N Islands,N&M Andaman,,Dhobidera(Mayabunder),12.91,92.89917,2021,7.74,886,0,500,57,5,1,1,,32,63,62,1,0.57,,527,0.6
,5802,A&N Islands,N&M Andaman,,Sitanagar,13.22694,92.93611,2021,7.35,285,0,183,21,1,0,0,,20,27,7,1,0.35,,190,0.2
,5803,A&N Islands,N&M Andaman,,Haribay,13.00222,92.95417,2021,7.36,174,0,98,21,1,1,1,,22,7,10,1,0.33,,123,0.3
,5804,A&N Islands,N&M Andaman,,Tugapur No. 8,12.82,92.84389,2021,7.38,324,0,104,28,29,6,6,,24,12,28,2,0.38,,193,0.6
,5805,A&N Islands,N&M Andaman,,Parnashala,12.52056,92.90333,2021,7.68,807,0,311,32,91,13,13,,74,41,42,3,0.41,,485,2.3
,5806,A&N Islands,N&M Andaman,,Calicut Borewell,11.60056,92.71917,2021,7.89,422,0,256,32,4,2,2,,36,29,15,0,0.41,,275,0.4
,5807,A&N Islands,N&M Andaman,,Benabad Tubewell,11.58528,92.73306,2021,7.7,283,0,183,25,0,0,0,,24,21,10,1,0.45,,197,0.1
,5808,A&N Islands,Long Island,,Long Island(secondary school),12.36583,92.92028,2021,7.22,567,0,299,25,5,0,0,,44,27,15,3,0.61,,302,0.2
,5809,A&N Islands,Havelock,,GovindanagarVill No -1,12.03639,92.98694,2021,7.27,1061,0,354,96,59,15,15,,50,58,78,6,0.79,,580,0.3
,5810,A&N Islands,Havelock,,GovindanagarVll No -3,12.02972,92.99778,2021,7.27,631,0,348,35,4,1,1,,46,27,36,3,0.31,,364,0.8
,5811,A&N Islands,Havelock,,Dolphin YatriNivas,11.01833,93.00833,2021,7.29,559,0,311,28,4,2,2,,30,40,17,7,0.37,,318,0.2
,5812,A&N Islands,South Andaman,,Port Blair ( Dobhi,11.67083,92.735,2021,7.66,832,0,366,50,26,4,4,,36,29,89,1,0.17,,458,0.1
,5813,A&N Islands,South Andaman,,Rangachang,11.57889,92.73611,2021,7.8,593,0,317,32,0,0,0,,42,36,15,0,0.48,,320,0.6
,5814,A&N Islands,South Andaman,,Teylarabad,11.60694,92.70111,2021,6.91,367,0,98,39,31,1,1,,36,10,16,2,0.29,,221,3.7
,5815,A&N Islands,South Andaman,,New Bimliton,11.57111,92.69611,2021,7.62,371,0,189,18,12,0,0,,28,22,11,0,0.3,,229,0.6
,5816,A&N Islands,South Andaman,,Chouldari 1,11.63111,92.66667,2021,8.04,844,0,451,32,6,2,2,,26,80,8,4,0.47,,450,4
,5817,A&N Islands,South Andaman,,Herbertabad,11.70806,92.615,2021,7.53,174,0,73,18,0,0,0,,16,5,12,1,0.73,,97,0.2
,5818,A&N Islands,South Andaman,,Mannarghat,11.76722,92.70583,2021,7.96,434,0,250,21,3,0,0,,42,18,17,7,0.5,,277,2.4
,5819,A&N Islands,South Andaman,,Wrightmyo,11.78111,92.70944,2021,7.55,158,0,37,18,25,0,0,,10,10,9,1,0.71,,100,0.4
,5820,A&N Islands,South Andaman,,Shoal Bay – 8 No.,11.81333,92.71722,2021,7.35,153,0,67,18,0,1,1,,18,4,8,1,0.29,,90,0.3
,5821,A&N Islands,South Andaman,,Shoal Bay – 12 No,11.84722,92.73028,2021,7.8,388,0,189,21,0,1,1,,40,12,19,2,0.62,,212,4.9
,5822,A&N Islands,South Andaman,,Shoal Bay– 15 No.,11.86611,92.73583,2021,7.76,188,0,85,14,3,0,0,,22,4,11,3,0.73,,123,0.4
,5823,A&N Islands,South Andaman,,Steuwartganj,11.72361,92.71278,2021,7.57,758,0,390,35,10,1,1,,50,39,36,4,0.08,,433,4
,5824,A&N Islands,South Andaman,,Hope Town (Maremon Temple),11.69806,92.72694,2021,7.69,597,0,317,32,9,0,0,,50,34,21,3,0.41,,362,13.2
,5825,A&N Islands,South Andaman,,Manglutan,11.57167,92.66028,2021,7.43,226,0,85,28,8,1,1,,16,10,14,2,0.12,,141,7.6
,5826,A&N Islands,South Andaman,,Wandur – 2,11.59778,92.62306,2021,7.85,603,0,189,103,1,8,8,,50,18,110,4,0.68,,360,4.6
,5827,A&N Islands,South Andaman,,Dollyganj Chowk (Old Pahalgaon),11.63417,92.7225,2021,7.88,732,0,342,50,20,3,3,,34,29,83,4,0.51,,442,0.5
,5828,A&N Islands,South Andaman,,Haddo – 2,11.67944,92.72778,2021,7.6,638,0,336,46,5,4,4,,56,23,43,7,0.6,,380,7.3
,5829,A&N Islands,N&M Andaman,,South Creek (Sundergarh),12.18667,92.79167,2021,7.5,747,0,299,39,46,1,1,,26,45,54,1,0.42,,409,1.7
,5830,A&N Islands,N&M Andaman,,Webi (Debipur),12.86694,92.87194,2021,7.86,264,0,140,18,2,2,2,,20,17,9,3,0.18,,163,0.8
,5831,A&N Islands,Havelock Island,,6 ½ No Forest Camp,12.00222,92.97583,2021,8.06,461,0,256,14,1,1,1,,72,12,6,3,0.62,,283,0.1
,5832,A&N Islands,Neil Island,,Neil Kendra,11.83056,93.02861,2021,7.61,394,0,195,21,6,5,5,,58,2,16,1,0.51,,246,8.8
,5833,Andhra Pradesh,Visakhapatnam,DUMBRIGUDA,Aruku,18.3361,82.8472,2021,6.92,600,0,177,64,18,44,44,N.A.,42,17,50,8,0.386,,,
,5834,Andhra Pradesh,Visakhapatnam,KOYYURU,Koyyuru1,17.6667,82.2083,2021,7.1,560,0,281,21,12,4,4,N.A.,60,24,12,2,0.56,,,
,5835,Andhra Pradesh,Visakhapatnam,GOLUGONDA,Mallampet,17.6694,82.4458,2021,7.13,1890,0,586,170,96,145,145,N.A.,120,51,206,2,1.05,,,
,5836,Andhra Pradesh,Visakhapatnam,RAVIKAMATAM,Medivoda,17.7792,82.7847,2021,7.32,1310,0,451,106,19,89,89,N.A.,120,36,58,47,0.553,,,
,5837,Andhra Pradesh,Visakhapatnam,PADERU,Paderu,18.0833,82.7,2021,6.9,450,0,98,53,8,65,65,N.A.,30,19,28,5,0.276,,,
,5838,Andhra Pradesh,Visakhapatnam,GOLUGONDA,Narsipatnam,17.65,82.5833,2021,7.55,1100,0,506,28,78,3,3,N.A.,40,30,150,2,1.2,,,
,5839,Andhra Pradesh,Visakhapatnam,ANAKAPALLE,Anakapalli,17.6917,83,2021,7.9,1410,0,555,106,77,16,16,N.A.,66,35,186,8,1.7,,,
,5840,Andhra Pradesh,Visakhapatnam,PENDURTI,Pendurti,17.8111,83.2056,2021,7.25,1190,0,451,128,21,25,25,N.A.,80,30,114,18,0.699,,,
,5841,Andhra Pradesh,Visakhapatnam,YELAMANCHILI,Yelamanchili,17.55,82.8542,2021,7.25,1300,0,415,121,71,74,74,N.A.,100,32,108,37,0.51,,,
,5842,Andhra Pradesh,Visakhapatnam,RAMBILLI,Pudimadaka,17.4833,83.0042,2021,7.57,1750,0,512,156,114,107,107,N.A.,112,24,225,2,0.574,,,
,5843,Andhra Pradesh,Visakhapatnam,S.RAYAVARAM,Addaroddu,17.4292,82.7472,2021,7.11,3880,0,732,737,207,31,31,N.A.,297,97,344,2,0.43,,,
,5844,Andhra Pradesh,Visakhapatnam,S.RAYAVARAM,Revupolavaram,17.3972,82.8167,2021,7.9,1900,0,451,326,71,65,65,N.A.,168,39,168,15,0.427,,,
,5845,Andhra Pradesh,Visakhapatnam,CHODAVARAM,Bangarumitta,17.7708,82.9083,2021,7.6,1780,0,683,128,112,25,25,N.A.,128,80,113,1,0.849,,,
,5846,Andhra Pradesh,Visakhapatnam,ROLUGUNTA,Rolugunta1,17.7,82.6667,2021,7.5,960,0,384,67,46,16,16,N.A.,68,34,68,6,0.624,,,
,5847,Andhra Pradesh,Visakhapatnam,ANAKAPALLE,Tallapalem,17.7083,82.9167,2021,7.68,2100,0,586,227,240,26,26,N.A.,96,53,268,22,1.01,,,
,5848,Andhra Pradesh,Visakhapatnam,KOTAURATLA,Kotauratla,17.5625,82.6917,2021,7.6,2070,0,756,142,86,150,150,N.A.,64,49,312,0,1.34,,,
,5849,Andhra Pradesh,Visakhapatnam,KASIMKOTA,Haripalem,17.6083,82.8125,2021,7.32,2730,0,708,369,185,105,105,N.A.,216,87,188,50,0.582,,,
,5850,Andhra Pradesh,Visakhapatnam,PADERU,Garikabanda,17.925,82.75,2021,7.7,550,0,183,25,31,67,67,N.A.,50,17,35,0,0.376,,,
,5851,Andhra Pradesh,Visakhapatnam,DUMBRIGUDA,Dimriguda,18.2583,82.8,2021,6.3,410,0,128,43,11,20,20,N.A.,42,13,18,0,0.394,,,
,5852,Andhra Pradesh,Visakhapatnam,CHINTAPALLE,Lambasingi1,17.8125,82.4917,2021,6.3,210,0,73,18,6,13,13,N.A.,22,11,3,0,0.379,,,
,5853,Andhra Pradesh,Visakhapatnam,ANANTAGIRI,Kottur,18.2083,83.075,2021,6.33,270,0,128,14,11,4,4,N.A.,26,12,12,0,0.416,,,
,5854,Andhra Pradesh,Visakhapatnam,CHINTAPALLE,Lotugadda jn.,17.8667,82.425,2021,6.4,150,0,73,7,5,3,3,N.A.,16,9,1,0,0.363,,,
,5855,Andhra Pradesh,Visakhapatnam,GUDEM KOTHAVEEDI,Gudem,17.8833,82.15,2021,6.34,120,0,31,7,11,9,9,N.A.,12,6,1,0,0.306,,,
,5856,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Visalakshinagar,17.7531,83.3425,2021,7.28,1110,0,464,57,68,19,19,N.A.,56,32,129,2,1.18,,,
,5857,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Rishikonda,17.7919,83.385,2021,7.5,2550,0,519,411,232,17,17,N.A.,72,44,386,52,1.2,,,
,5858,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Potina-mallayapalem,17.8017,83.3592,2021,7.68,370,0,98,25,53,3,3,N.A.,26,10,35,0,0.442,,,
,5859,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Peddagadili,17.7578,83.3222,2021,7.24,1520,0,390,128,205,54,54,N.A.,80,46,166,1,0.773,,,
,5860,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Kotaveedhi,17.6906,83.295,2021,7.39,1620,0,348,113,230,170,170,N.A.,96,39,150,78,0.655,,,
,5861,Andhra Pradesh,Visakhapatnam,RAVIKAMATAM,Kothakota,17.7528,82.7,2021,7.39,1940,0,610,255,65,26,26,N.A.,72,44,255,39,1.72,,,
,5862,Andhra Pradesh,Visakhapatnam,PADERU,Vontlamamidi,17.9717,82.8192,2021,7.61,170,0,61,11,18,3,3,N.A.,18,4,10,2,0.329,,,
,5863,Andhra Pradesh,Visakhapatnam,PADERU,Minimuluru,18.0358,82.7042,2021,7.15,350,0,73,39,13,43,43,N.A.,32,9,19,7,0.22,,,
,5864,Andhra Pradesh,Visakhapatnam,HUKUMPET,Kontela,18.1456,82.695,2021,7.25,290,0,128,14,10,7,7,N.A.,24,5,19,12,0.272,,,
,5865,Andhra Pradesh,Visakhapatnam,HUKUMPET,Rangasheela,18.2122,82.78,2021,7.2,180,0,55,18,8,10,10,N.A.,18,5,8,3,0.222,,,
,5866,Andhra Pradesh,Visakhapatnam,ANANTAGIRI,Sunkarametta,18.2722,82.9722,2021,6.93,300,0,116,14,14,23,23,N.A.,28,10,18,0,0.282,,,
,5867,Andhra Pradesh,Visakhapatnam,ANANTAGIRI,Anantagiri (Iktaguda),18.2367,83.0119,2021,7.15,50,0,6,7,8,4,4,N.A.,4,4,0,0,0.207,,,
,5868,Andhra Pradesh,Visakhapatnam,ANANTAGIRI,Bangarammapeta,18.2167,83.1083,2021,6.8,550,0,262,25,8,6,6,N.A.,42,27,25,4,0.416,,,
,5869,Andhra Pradesh,Visakhapatnam,KOTAURATLA,Yendapalli,17.6111,82.65,2021,7.19,1980,0,439,170,319,77,77,N.A.,112,53,225,6,1.26,,,
,5870,Andhra Pradesh,Visakhapatnam,PENDURTI,Gurrampalem,17.825,83.24,2021,7.55,1250,0,512,71,80,23,23,N.A.,64,56,110,1,1.24,,,
,5871,Andhra Pradesh,Visakhapatnam,PEDDABAYALU,Gamparai,18.1708,82.6369,2021,7.8,130,0,43,11,10,6,6,N.A.,12,5,5,2,0.235,,,
,5872,Arunachal Pradesh,PAPUMPARE,Balijan,Sonajuli,27.0281389,93.74130556,2021,8.2,162.1,0,79.36,17.725,8.17,5.36,5.36,,12.01,8.49,12.36,1.23,0.4,,86.01,
,5873,Arunachal Pradesh,EAST SIANG,Pasighat,Satmile new,27.976724,95.331633,2021,8.19,180.7,0,128.2,14.18,2.9,0.8,0.8,,30.02,7.27,5.52,3.71,0.26,,96.31,
,5874,Arunachal Pradesh,PAPUMPARE,Doimukh,Doimukh,27.15,93.75,2021,8.02,225.2,0,91.57,31.905,5.35,14.12,14.12,,12.01,9.7,23.54,3.96,0.36,,119.7,
,5875,Arunachal Pradesh,EAST SIANG,Ruksin,Ruksin,27.841,95.21816667,2021,8,325.7,0,91.57,46.085,10.71,1.35,1.35,,28.02,8.48,25.12,5.68,0.3,,173.2,
,5876,Arunachal Pradesh,PAPUMPARE,Doimukh,Nirjuli VillII A,27.13,93.73,2021,7.92,304.9,0,140.41,28.36,0,17.35,17.35,,18.01,20.62,15.36,8.15,0.32,,161.6,
,5877,Arunachal Pradesh,LOWER SUBANSIRI,Tamen-Raga,Rajgarh,27.477267,94.22474,2021,7.6,31.33,0,18.31,10.635,0.17,0,0,,4,4.85,1.42,0.82,0.5,,17.78,
,5878,Arunachal Pradesh,LOWER SUBANSIRI,Tamen-Raga,Bomte,27.4895,94.19441667,2021,7.52,62.54,0,30.52,14.18,4.37,0,0,,8.01,7.28,1.99,0.91,0.28,,35.54,
,5879,Arunachal Pradesh,EAST SIANG,Pasighat,Pasighat New,28.0362222,95.33575,2021,7.5,47.93,0,30.52,10.635,0.86,2.94,2.94,,6,6.07,1.91,0.55,0.42,,25.33,
,5880,Arunachal Pradesh,EAST SIANG,Ruksin,Oyan,27.8902222,95.31833333,2021,7.43,46.08,0,30.52,7.09,2.38,0,0,,6,4.85,1.89,0.97,0.31,,24.31,
,5881,Arunachal Pradesh,Changlang,Miao circle,New Lisan Kharsang,27.426901,96.041802,2021,7.35,80.43,0,42.73,24.815,1.51,6.6,6.6,,10.01,10.92,1.87,0.99,0.12,,42.52,
,5882,Assam,Nagaon,Kaliabor,Sulung PO,26.5702778,92.87305556,2021,8.89,281.4,9,177.04,14.18,13.54,24.42,24.42,,52.04,8.47,12.12,5.12,0.91,,163.3,
,5883,Assam,Morigaon,Mayong,Nasatra,26.2527778,92.34444444,2021,8.69,1012,21,531.12,138.255,48.95,0,0,,112.09,101.89,39.3,6.54,0.87,,587.4,
,5884,Assam,Nagaon,Jugijan,Kondoli,26.2205556,92.77083333,2021,8.67,208.4,9,177.04,3.545,0,34.43,34.43,,20.02,12.13,30.08,8.58,1,,121,
,5885,Assam,Dhubri,Agamoni,Tamarhat N,26.3022056,89.85023611,2021,8.62,549.6,15,244.2,145.345,5.14,0.9,0.9,,38.03,16.97,79.14,46.31,0.45,,292.4,
,5886,Assam,LAKHIMPUR,Boginadi,Boginadi Balijan new,27.383559,94.188953,2021,8.62,324.6,9,244.2,24.815,13.62,11.86,11.86,,26.02,26.69,24.3,16.79,0.57,,187.8,
,5887,Assam,Biswanath,Pub Chayduar,Kheroni,26.9201667,93.61955556,2021,8.5,360.8,9,158.73,42.54,11.01,1.2,1.2,,22.02,9.7,46.29,14.02,0.44,,191.8,
,5888,Assam,East Kaarbi-Anglong,Langsomepi,Bokulia,26.0588889,93.19055556,2021,8.5,561.7,15,262.51,77.99,21.46,6.21,6.21,,44.04,16.97,61.68,28.32,0.86,,323.5,
,5889,Assam,Biswanath,Biswanath,Biswanath Chariali,26.7253333,93.15177778,2021,8.5,411.8,21,262.51,14.18,6.62,0.88,0.88,,22.02,35.18,19.92,7.24,0.4,,220.3,
,5890,Assam,Dibrugarh,Khowang,AzarguriGaon,27.2616667,94.89027778,2021,8.46,442.5,9,244.2,28.36,19.56,3.52,3.52,,26.02,30.33,24.91,7.6,0.06,,235.7,
,,,,,Gosaibari,,,,,,,,,,,,,,,,,,,,
,5891,Assam,Nagaon,Raha,,26.29429,92.5655,2021,8.45,287.1,12,201.46,10.635,10.5,0,0,,16.01,31.55,8.85,4.06,0.91,,165.7,
,,,,,Namghar/Gokhaibari,,,,,,,,,,,,,,,,,,,,
,5892,Assam,Morigaon,Mairabari,Mairabari,26.4536111,92.42833333,2021,8.41,1135,15,415.13,205.61,25.91,28.16,28.16,,44.04,64.3,131.02,50.5,0.63,,655.2,
,5893,Assam,Nagaon,Missa,Naltoli,26.5494444,92.89361111,2021,8.4,922.4,15,286.93,77.99,33.42,36.91,36.91,,122.1,20.57,27.4,20.13,0.54,,535.8,
,5894,Assam,Karimganj,RAMKRISHNA NAGAR,Kalingar,24.5841667,92.48375,2021,8.39,311.9,27,201.46,67.355,1.14,0.37,0.37,,40.03,14.54,45.74,24.18,0.72,,163,
,5895,Assam,Nagaon,Lanka,Naderigaon,26.1594444,92.65722222,2021,8.38,951.6,18,427.34,177.25,22.9,0.81,0.81,,20.02,50.96,181.12,45.04,0.69,,549.3,
,5896,Assam,Kamrup,Hajo,Abhaipur,26.2543889,91.55391667,2021,8.38,1016,12,457.87,333.23,7.84,1.69,1.69,,78.06,72.78,94.29,74.07,0.97,,545.1,
,5897,Assam,Kamrup (M),Chandrapur,Khanapara Science Museum,26.12118,91.8152,2021,8.35,662.4,9,231.99,88.63,10.019,1.4,1.4,,28.02,10.91,67.98,37.84,0.8,,344,
,5898,Assam,Cachar,Borkhola,Masimpur,24.9404444,92.72719444,2021,8.35,685.5,27,305.24,272.965,8.09,0.37,0.37,,72.06,59.43,78.04,28,0.66,,363,
,5899,Assam,Morigaon,Mayong,Jagiroad,26.12,92.1972222,2021,8.34,465.8,9,170.94,67.355,18.53,0,0,,20.02,26.69,38.69,13.17,0.57,,268.7,
